MARITAL;AGE;GENDER1;HOMPOP;HAPPY;HEALTH;SATJOB;REALINC
5;61;1;1;2;2;1;6737.5
3;25;1;5;2;0;2;13475
5;63;1;1;2;2;1;11637.5
3;54;2;1;3;2;2;9187.5
1;39;1;6;2;0;1;11637.5
4;69;2;2;1;2;0;6737.5
1;28;1;3;2;2;1;10412.5
1;29;1;2;2;0;3;18375
1;85;1;3;1;1;0;33075
5;31;1;2;3;2;2;10412.5
4;34;2;4;2;1;1;13475
5;37;1;6;3;0;3;6737.5
1;46;1;3;2;2;2;0
5;30;1;3;2;0;4;7962.5
3;75;2;1;3;0;0;7962.5
1;55;1;2;2;0;1;18375
1;48;1;2;1;2;1;33075
3;82;1;1;1;1;0;6737.5
4;53;1;4;3;0;0;1715
1;32;1;4;1;2;1;0
1;32;2;6;2;0;1;26950
5;31;1;8;2;0;1;10412.5
5;25;2;2;1;2;1;26950
4;44;2;3;2;3;2;4410
3;54;1;1;2;3;0;11637.5
1;30;2;4;2;0;2;7962.5
1;76;1;2;1;2;0;6737.5
3;48;1;1;1;0;1;980
5;33;1;5;3;2;2;10412.5
1;26;1;4;1;2;1;9187.5
5;26;1;4;3;2;0;6737.5
5;18;2;2;2;0;3;6737.5
2;61;1;2;3;4;0;3185
4;57;1;1;3;0;0;4410
1;36;2;2;1;1;1;49000
1;33;2;5;2;0;1;26950
1;50;2;5;2;3;4;22050
2;65;2;1;1;4;2;5512.5
3;50;2;5;3;0;2;7962.5
1;48;2;5;1;1;1;49000
3;80;1;3;2;3;0;15925
1;80;2;2;1;3;0;7962.5
1;70;1;2;2;2;1;18375
2;76;2;1;1;1;0;6737.5
3;69;2;2;1;1;1;18375
1;47;2;4;1;2;1;49000
1;68;1;2;1;0;1;33075
2;79;2;1;3;4;0;22050
3;67;2;1;2;2;0;3675
5;62;2;1;3;3;2;10412.5
3;58;2;2;2;0;0;5512.5
5;19;2;5;2;2;0;49000
1;35;2;5;2;2;3;22050
5;36;2;6;3;0;1;2205
1;86;1;2;2;2;1;0
1;63;1;2;2;3;2;155139.9731
5;22;1;1;2;2;3;4410
5;23;2;2;2;0;0;0
5;19;2;1;2;2;0;245
1;51;1;5;2;2;1;40425
1;82;1;2;3;0;0;5512.5
5;27;2;2;2;2;0;15925
1;68;1;2;2;2;0;15925
5;23;1;3;1;0;0;26950
1;38;1;4;2;1;1;15925
1;65;1;2;2;1;0;49000
2;72;1;2;2;3;0;18375
2;80;1;1;2;4;0;6737.5
1;34;1;2;1;2;1;18375
4;56;2;3;2;1;1;9187.5
1;57;1;2;1;1;3;40425
5;61;1;1;2;0;1;0
1;53;1;2;2;3;1;0
1;79;1;2;2;1;0;13475
3;46;2;1;2;0;1;6737.5
1;45;1;4;2;2;1;0
3;50;2;1;2;0;1;3675
3;63;1;1;1;1;1;5512.5
5;38;2;1;2;0;2;7962.5
3;51;2;2;3;3;0;0
2;62;2;1;2;0;3;22050
3;47;1;2;1;4;1;5512.5
5;29;2;4;3;3;3;13475
3;37;1;2;2;0;1;26950
1;39;1;3;1;2;1;33075
3;46;2;2;2;2;1;40425
5;55;1;1;2;0;2;15925
5;27;1;2;2;0;1;4410
5;45;1;2;1;3;0;4410
1;71;1;3;1;1;0;49000
2;74;2;1;3;4;0;4410
5;18;1;4;3;0;0;68600
2;67;2;1;2;1;0;6737.5
1;49;1;3;1;1;1;58800
3;74;1;1;1;0;1;0
1;67;1;3;2;1;2;26950
1;35;1;4;3;2;3;9187.5
5;36;1;1;2;0;2;15925
1;58;1;4;1;2;1;18375
5;21;1;5;2;1;2;40425
5;21;1;5;2;0;1;7962.5
5;43;1;4;2;2;2;0
1;41;1;6;2;0;2;22050
1;44;1;5;3;2;1;18375
3;51;2;1;3;3;0;3185
5;22;2;4;2;0;2;0
1;30;1;3;3;2;1;13475
5;18;2;2;2;0;1;2695
3;73;2;2;2;2;2;0
1;38;1;2;3;0;1;13475
1;87;1;2;1;3;0;245
3;39;2;1;2;0;3;6737.5
2;74;2;1;2;2;0;980
1;31;2;2;1;2;1;18375
1;37;2;2;2;2;1;26950
1;31;1;2;9;2;1;26950
1;24;1;2;2;1;1;13475
1;32;2;2;1;2;1;33075
1;50;1;2;1;0;1;155139.9731
5;20;2;3;3;0;0;0
3;71;2;1;2;2;0;4410
2;88;2;2;1;0;0;33075
5;24;1;4;1;2;1;10412.5
4;56;2;2;3;3;2;980
1;56;2;4;2;0;3;155139.9731
1;49;2;2;2;3;3;11637.5
1;48;1;1;1;2;1;0
1;59;1;4;2;2;2;33075
2;82;2;1;2;0;0;0
1;65;1;2;2;0;1;18375
1;79;1;2;2;2;0;13475
1;49;1;2;1;2;1;68600
1;36;1;5;2;2;1;49000
1;55;1;3;2;1;1;155139.9731
3;59;2;2;2;0;0;5512.5
1;52;1;5;1;1;1;15925
5;74;2;1;1;1;0;26950
1;33;1;3;1;1;2;40425
1;44;1;2;2;0;2;58800
1;48;1;5;1;1;0;58800
1;32;1;3;1;2;1;40425
1;39;1;3;1;2;1;40425
3;39;1;5;1;0;2;58800
1;54;2;3;2;2;2;58800
1;71;2;2;2;2;0;58800
5;35;1;4;2;4;2;40425
1;38;1;6;1;1;1;40425
3;52;2;1;1;0;1;6737.5
1;73;1;3;2;2;1;22050
2;75;2;1;2;0;0;13475
2;89;2;2;2;3;0;6737.5
3;46;1;2;2;4;2;33075
3;37;1;4;2;0;2;0
2;84;2;1;3;2;2;7962.5
1;55;2;2;1;3;2;0
2;73;1;3;1;2;0;15925
1;41;1;2;1;1;2;22050
3;51;2;3;2;3;1;5512.5
3;65;1;1;2;4;0;11637.5
1;58;1;2;2;4;0;5512.5
2;71;2;1;2;0;0;11637.5
3;32;2;3;3;3;1;13475
5;43;1;4;2;2;2;22050
3;28;2;2;3;2;4;245
3;46;2;1;2;0;2;7962.5
1;49;1;2;2;3;2;0
1;75;1;2;3;3;1;26950
3;54;2;1;2;3;2;11637.5
5;52;2;1;3;3;1;980
5;21;1;2;1;0;9;18375
5;32;1;1;2;0;1;9187.5
1;36;2;1;2;2;2;18375
1;80;1;2;1;0;1;10412.5
1;54;1;4;1;2;1;40425
3;63;1;1;2;0;1;4410
5;53;1;1;3;3;1;11637.5
2;62;2;1;3;0;3;5512.5
1;61;1;2;3;3;2;18375
1;75;1;2;1;0;0;15925
1;65;2;2;1;2;4;0
1;70;1;1;1;2;0;49000
2;78;1;1;2;4;0;3185
1;35;1;2;1;1;1;58800
1;70;2;2;2;2;0;40425
1;32;2;2;1;3;2;26950
1;78;1;2;1;1;0;0
2;86;2;1;1;4;0;10412.5
1;59;1;2;1;0;1;40425
5;27;2;1;3;2;4;0
1;60;1;2;1;0;2;155139.9731
5;23;1;2;2;2;2;2695
1;61;1;2;3;0;1;15925
3;65;1;1;2;4;0;4410
1;51;1;2;1;2;1;40425
3;38;1;1;1;2;1;33075
1;39;1;1;1;1;1;33075
3;25;2;3;3;4;3;5512.5
1;33;1;3;2;1;1;18375
5;30;1;3;2;0;1;13475
5;30;1;4;2;2;2;33075
1;36;1;5;2;2;1;18375
3;35;1;1;2;8;2;7962.5
4;23;2;3;1;0;3;5512.5
5;27;1;1;2;1;2;40425
2;75;1;1;2;0;0;13475
3;31;2;4;2;2;2;13475
3;41;2;3;2;2;2;13475
1;71;2;6;2;4;0;33075
2;80;2;1;2;2;1;0
1;33;2;2;2;0;1;15925
2;37;1;1;2;1;3;22050
1;44;1;6;2;0;1;40425
1;33;1;5;2;2;1;5512.5
1;45;1;3;1;0;1;22050
5;25;1;5;2;1;1;33075
5;26;2;1;2;1;2;18375
3;36;2;7;2;0;1;22050
1;86;1;2;2;3;0;33075
1;72;2;2;1;0;1;13475
5;36;2;8;3;1;2;9187.5
5;64;1;1;3;0;1;4410
1;49;2;7;2;3;1;33075
2;87;2;1;2;0;0;5512.5
1;52;1;2;1;1;1;0
5;24;2;2;2;0;3;1715
1;61;1;1;2;2;1;0
5;32;2;3;2;2;2;18375
1;42;2;5;1;0;1;49000
2;89;2;1;2;2;0;5512.5
2;59;2;1;1;2;1;58800
1;73;2;2;1;0;1;22050
1;70;1;2;1;2;9;0
1;48;2;4;1;1;1;33075
5;21;2;3;2;0;3;6737.5
1;26;2;6;2;3;2;11637.5
3;74;2;1;2;1;1;9187.5
3;68;1;1;2;1;0;5512.5
2;69;2;1;1;2;2;15925
1;59;1;2;1;3;1;13475
1;56;1;3;1;1;1;40425
1;60;1;2;2;1;1;40425
5;54;1;2;1;2;3;22050
5;34;2;4;2;0;2;7962.5
1;35;1;3;1;2;1;26950
3;61;2;1;1;2;1;33075
1;79;1;2;2;0;2;33075
1;78;1;2;2;2;1;13475
1;33;1;4;2;2;0;33075
5;39;1;2;1;3;1;7962.5
5;36;1;1;2;1;3;5512.5
5;32;2;1;2;2;0;9187.5
3;74;2;1;2;0;2;18375
3;61;2;1;2;2;2;18375
5;29;1;2;2;0;3;26950
1;32;1;4;1;1;2;58800
4;32;2;1;2;0;1;11637.5
1;29;1;6;1;1;1;40425
1;46;1;2;2;1;1;33075
5;28;1;3;2;0;1;10412.5
3;47;1;5;3;2;2;40425
5;26;1;2;3;2;1;15925
1;79;2;2;1;1;0;15925
1;39;2;2;2;0;1;22050
1;79;1;2;1;4;0;13475
1;57;1;3;2;0;1;155139.9731
3;49;1;1;3;3;0;3675
2;82;2;2;1;1;1;10412.5
1;55;1;4;1;0;1;0
5;51;1;1;3;2;2;26950
1;73;1;2;2;2;0;11637.5
1;78;2;2;2;0;1;10412.5
1;60;2;2;1;2;0;0
1;62;1;2;1;0;1;0
1;65;1;2;2;3;0;0
1;44;2;2;3;0;2;10412.5
1;20;2;3;1;0;4;980
1;62;1;2;2;4;0;13475
5;55;1;2;2;2;1;10412.5
1;71;1;2;2;1;0;26950
1;71;2;2;2;2;0;0
5;33;2;1;1;0;1;26950
1;56;2;2;2;4;2;11637.5
1;44;2;4;1;1;1;58800
3;51;2;1;3;0;1;10412.5
1;64;1;2;1;4;0;6737.5
1;76;1;5;1;0;0;68600
3;54;1;1;3;3;1;0
1;56;1;2;2;0;1;68600
1;89;1;2;1;0;0;0
1;36;1;4;1;1;1;49000
2;87;2;2;2;3;0;26950
1;44;2;6;2;2;2;9187.5
1;26;1;2;2;1;1;58800
1;25;1;3;1;0;1;22050
1;60;2;2;3;3;2;11637.5
1;47;1;4;2;2;2;0
2;74;2;1;2;3;3;4410
5;28;2;3;3;2;3;13475
3;54;2;2;2;2;0;5512.5
2;66;2;1;2;0;1;49000
3;66;1;3;3;3;0;3675
3;31;2;4;2;1;2;980
1;44;2;3;1;1;2;13475
1;45;1;4;2;2;1;13475
3;51;2;2;2;4;1;7962.5
3;61;1;1;1;3;0;10412.5
5;23;1;1;2;1;2;13475
4;33;1;6;1;3;1;11637.5
1;77;1;2;1;4;0;0
5;28;1;1;2;2;3;10412.5
1;55;2;2;1;0;1;7962.5
1;56;1;2;1;2;1;26950
5;29;1;3;2;3;3;11637.5
5;19;2;5;3;0;0;49000
3;61;2;1;2;2;2;13475
1;31;1;4;1;1;3;1715
5;25;2;5;1;3;1;5512.5
1;68;2;2;1;2;0;22050
5;62;2;2;2;0;1;6737.5
1;56;1;2;2;0;1;0
5;52;2;2;3;4;2;1715
4;39;2;3;2;1;2;9187.5
4;57;2;3;2;0;0;10412.5
2;65;2;1;2;3;0;5512.5
4;24;2;3;2;0;0;9187.5
1;43;2;8;2;1;4;3675
5;23;1;3;2;2;2;0
3;57;2;3;2;0;2;13475
5;39;2;3;2;2;1;980
5;21;2;4;2;2;1;2205
2;67;2;2;3;0;0;9187.5
3;66;2;1;1;1;2;6737.5
5;23;1;3;2;0;1;0
3;41;2;3;3;2;1;15925
1;48;2;3;3;4;1;49000
1;41;2;4;9;0;1;0
1;61;2;2;3;4;2;5512.5
1;56;1;3;2;2;1;10412.5
5;34;2;2;2;0;2;6737.5
3;56;1;2;2;2;1;33075
1;47;1;3;1;0;1;40425
2;44;2;2;2;0;1;11637.5
5;30;1;1;2;3;4;10412.5
1;73;1;2;2;0;0;2205
2;81;2;1;8;3;1;0
2;70;2;1;3;2;0;33075
5;33;1;1;2;0;2;33075
5;21;1;2;1;2;2;58800
1;39;1;4;2;2;2;26950
3;65;1;1;2;0;0;15925
1;34;1;2;1;1;1;49000
1;73;1;2;1;4;0;15925
1;32;1;4;2;0;1;40425
3;44;2;1;2;2;4;5512.5
3;66;1;1;2;0;0;5512.5
5;30;2;2;2;2;2;980
3;31;2;2;2;3;4;1715
5;21;2;2;3;0;3;7962.5
3;50;1;1;2;2;1;40425
3;49;2;2;2;0;1;15925
1;71;1;2;2;2;2;10412.5
1;53;1;2;2;0;1;0
1;58;1;2;1;2;1;40425
5;40;1;1;3;0;3;9187.5
1;45;1;2;1;2;1;33075
3;62;2;1;2;0;1;22050
5;28;1;2;1;2;1;18375
2;74;1;1;2;0;0;0
1;60;1;2;1;2;2;33075
3;42;1;1;2;0;1;22050
1;36;1;5;2;1;1;155139.9731
1;50;1;3;2;1;2;40425
1;63;1;2;2;1;0;33075
5;20;1;3;2;2;2;155139.9731
3;71;1;2;1;0;0;18375
2;50;1;3;2;2;2;4410
5;23;2;2;2;2;1;2695
1;65;1;2;2;0;2;40425
2;60;1;1;2;3;0;6737.5
1;69;1;3;2;0;3;9187.5
3;78;1;1;2;2;0;0
5;25;1;4;3;4;2;245
5;61;2;6;1;0;2;9187.5
5;53;2;1;3;3;2;245
1;48;2;4;1;2;1;49000
5;37;2;6;2;0;2;9187.5
5;22;2;6;2;2;3;245
1;52;1;2;2;2;1;58800
1;51;2;2;2;0;1;49000
3;41;2;3;2;2;1;18375
5;25;2;4;2;2;0;0
2;99;2;1;1;2;1;13475
5;60;2;1;3;1;0;10412.5
2;66;2;2;1;2;0;9187.5
5;30;1;2;1;2;4;22050
5;40;1;1;2;1;2;58800
1;41;1;4;3;2;2;33075
3;65;2;1;3;2;1;15925
1;67;1;2;1;3;0;15925
5;99;1;1;2;2;4;245
5;46;1;2;2;0;2;155139.9731
4;45;1;5;2;2;1;33075
5;49;1;1;2;2;1;155139.9731
1;58;1;3;3;1;1;26950
2;70;2;1;3;2;0;245
1;99;1;4;3;2;2;0
5;41;2;1;2;0;1;58800
1;99;2;2;2;2;8;0
1;42;2;2;2;2;1;26950
1;67;1;2;2;2;0;22050
1;64;1;2;1;1;2;0
1;59;1;2;3;2;2;33075
1;32;2;3;1;1;9;58800
5;99;2;5;2;0;4;11637.5
1;42;1;5;2;2;1;68600
1;43;1;4;2;0;3;155139.9731
5;43;2;3;3;0;2;15925
1;38;2;4;1;1;1;155139.9731
5;26;1;3;2;1;1;155139.9731
1;46;2;4;2;0;1;40425
5;29;2;2;1;0;1;49000
1;54;1;5;3;0;2;49000
5;28;1;3;1;2;2;33075
3;71;2;1;2;0;0;13475
5;31;1;2;2;0;1;26950
1;69;1;4;2;2;1;155139.9731
1;30;1;2;2;0;1;22050
4;66;2;2;2;0;0;0
3;47;1;1;2;3;1;33075
1;69;2;2;2;0;0;11637.5
1;42;1;2;1;1;1;155139.9731
4;62;1;1;3;3;2;9187.5
2;65;1;1;2;0;2;22050
1;68;1;2;2;2;2;49000
5;72;1;1;3;2;0;18375
3;43;2;4;2;2;3;26950
3;54;1;2;3;3;1;40425
3;74;1;1;1;0;0;155139.9731
5;44;1;2;3;3;2;22050
1;67;1;2;1;2;0;0
1;64;2;2;2;2;2;155139.9731
1;61;1;4;2;2;2;155139.9731
5;33;2;2;2;1;2;33075
3;61;2;4;2;0;1;40425
1;43;1;3;2;2;2;49000
1;48;2;5;1;1;1;68600
3;67;2;1;2;2;1;40425
3;99;2;1;2;2;0;7962.5
5;23;1;3;2;0;1;155139.9731
1;45;2;2;1;0;1;49000
1;70;1;6;1;2;0;155139.9731
2;64;2;1;1;1;1;49000
1;38;2;5;2;2;9;49000
1;38;2;4;2;1;1;155139.9731
1;75;2;2;2;1;0;0
1;60;1;3;1;0;0;49000
3;52;2;4;2;0;2;58800
5;31;1;3;2;2;4;49000
1;77;1;3;3;1;0;155139.9731
1;66;2;2;1;1;2;155139.9731
5;52;2;1;2;2;2;49000
1;99;2;2;2;1;2;58800
5;38;2;1;2;0;3;68600
1;31;1;3;1;1;1;155139.9731
5;24;1;4;2;0;2;18375
1;45;1;5;2;0;2;58800
3;51;1;5;3;2;3;3185
1;44;1;4;1;1;1;58800
5;31;1;2;1;2;1;58800
1;65;1;2;1;2;2;68600
3;51;1;2;2;1;3;49000
5;27;2;1;2;1;2;22050
5;49;2;5;2;1;1;58800
5;37;2;4;2;3;2;4410
5;31;2;3;2;2;2;22050
1;40;1;8;1;1;1;58800
1;34;2;3;1;0;1;155139.9731
1;64;1;2;2;2;2;33075
3;50;1;3;3;3;2;7962.5
3;51;2;4;3;0;1;9187.5
5;46;2;5;2;0;3;2695
5;24;1;2;2;2;2;15925
3;67;2;1;3;0;0;4410
5;51;2;4;1;2;1;9187.5
5;25;1;5;2;4;3;1715
5;34;1;3;1;2;2;10412.5
5;24;1;4;2;1;1;33075
1;52;2;6;1;0;1;33075
1;73;1;2;1;2;0;49000
5;61;1;2;1;2;2;15925
1;29;2;2;1;0;1;68600
3;45;2;4;3;0;2;11637.5
3;64;1;1;2;0;2;6737.5
5;24;2;5;2;2;2;6737.5
5;34;1;2;2;0;0;0
5;54;1;3;1;0;1;58800
2;73;2;1;3;2;0;155139.9731
5;57;1;1;2;4;0;155139.9731
5;50;2;1;3;0;4;18375
1;30;2;4;1;0;1;40425
1;31;1;3;2;2;3;49000
1;44;1;4;1;2;3;49000
1;60;1;3;2;3;2;15925
3;73;2;1;3;3;0;5512.5
5;54;1;2;2;1;0;33075
1;41;1;3;1;1;3;33075
1;57;1;2;2;2;3;155139.9731
5;55;1;1;2;0;2;18375
1;33;2;5;1;1;1;68600
1;35;1;4;2;2;3;40425
5;63;1;3;2;3;3;3675
1;45;2;4;2;0;3;33075
2;89;2;1;1;2;0;13475
5;51;2;1;2;2;1;7962.5
2;99;2;2;2;2;0;22050
5;29;2;7;3;2;2;26950
1;37;2;4;1;1;0;7962.5
3;57;1;1;1;2;1;980
1;58;1;2;1;1;1;0
3;49;2;2;1;1;1;9187.5
5;24;1;4;2;2;2;0
2;73;1;1;1;0;0;15925
5;33;2;1;2;2;1;49000
5;37;2;1;2;2;2;40425
1;41;1;3;2;2;1;155139.9731
5;24;1;5;2;0;1;155139.9731
2;77;2;2;3;0;3;11637.5
1;60;2;3;2;0;1;40425
5;47;1;1;2;2;2;33075
1;59;1;2;2;2;3;49000
1;70;1;2;2;0;0;22050
5;40;1;6;3;2;4;5512.5
1;44;2;3;2;2;1;68600
1;73;2;3;3;2;0;58800
1;74;2;2;2;0;0;0
1;84;1;2;2;2;0;15925
1;49;2;4;2;2;2;58800
1;31;1;4;2;1;2;155139.9731
3;61;1;1;2;2;2;11637.5
3;59;2;1;2;0;1;58800
1;58;1;5;1;2;3;68600
1;67;1;2;1;2;1;26950
1;64;2;3;1;2;1;68600
3;58;2;1;3;0;3;4410
1;70;1;2;2;3;0;18375
1;33;2;2;2;2;2;49000
1;61;2;2;1;2;1;40425
1;41;1;5;2;2;9;49000
1;54;1;2;3;4;2;26950
2;89;2;1;2;2;0;0
1;51;2;3;1;2;1;49000
5;52;1;2;1;2;2;68600
1;41;1;4;1;2;1;33075
1;53;1;4;2;0;2;68600
5;37;2;8;2;0;2;155139.9731
1;42;1;4;1;0;1;0
1;99;1;2;2;2;0;0
3;51;1;2;2;0;2;6737.5
1;51;1;4;3;3;4;0
1;50;2;3;3;0;1;7962.5
1;49;1;3;2;2;4;5512.5
2;54;2;4;2;2;1;22050
1;62;1;2;1;1;0;155139.9731
2;78;2;1;2;0;2;155139.9731
5;23;1;4;2;0;0;9187.5
3;40;1;4;2;0;1;26950
5;31;2;4;2;3;1;5512.5
5;26;2;4;2;1;2;40425
1;48;1;4;2;0;1;68600
1;43;1;3;2;0;2;40425
4;34;2;2;2;2;1;40425
1;50;2;4;1;1;1;68600
2;60;2;3;3;1;2;26950
5;37;2;2;2;2;1;33075
1;65;1;4;2;0;2;68600
5;24;2;4;2;2;2;13475
5;33;2;2;1;1;1;9187.5
5;24;1;5;2;2;2;15925
5;31;2;7;2;3;3;5512.5
1;99;1;3;2;3;2;0
5;22;2;3;2;1;1;6737.5
1;57;1;2;2;4;1;58800
1;34;1;3;2;2;4;22050
1;56;1;5;3;4;8;18375
3;37;2;2;3;0;1;6737.5
1;48;2;6;2;2;1;26950
1;89;2;3;2;2;0;0
3;51;1;4;2;3;2;49000
1;46;1;2;3;3;1;22050
5;36;1;1;2;2;2;26950
5;39;2;2;3;4;2;9187.5
5;67;1;2;2;0;2;49000
1;40;1;3;2;1;3;15925
1;30;2;5;2;0;1;10412.5
5;23;2;3;2;3;2;33075
5;56;2;1;2;3;1;33075
9;40;2;1;3;2;1;4410
1;61;1;2;1;2;1;58800
4;46;2;6;2;0;2;18375
5;23;1;1;2;0;4;15925
3;47;2;1;1;1;1;40425
1;44;2;3;1;2;2;18375
1;42;2;5;2;2;3;7962.5
1;67;2;2;1;0;1;40425
1;53;1;3;2;1;2;155139.9731
5;27;2;3;2;1;3;15925
1;54;2;3;2;2;1;155139.9731
5;65;2;1;1;0;0;980
1;70;1;2;2;1;0;33075
1;60;1;2;1;1;2;26950
1;60;1;2;2;0;0;22050
2;89;2;1;2;2;0;11637.5
1;55;1;3;2;0;1;26950
3;56;2;1;2;2;3;26950
1;54;2;6;2;2;4;15925
3;61;1;1;3;3;0;5512.5
5;30;2;1;1;2;2;0
5;25;1;4;2;3;2;33075
1;70;1;2;2;1;0;49000
5;54;1;1;2;0;2;11637.5
1;56;2;5;2;2;2;26950
1;49;1;7;2;2;1;33075
5;28;2;4;2;0;3;4410
2;76;1;2;2;0;0;0
1;66;1;2;2;2;4;26950
1;53;1;5;3;3;3;33075
1;51;2;2;2;2;1;22050
4;35;2;4;3;3;9;40425
1;60;1;3;1;2;1;49000
1;99;2;1;1;0;0;0
5;53;1;2;2;0;2;155139.9731
3;52;1;1;2;0;1;26950
5;54;2;2;2;0;9;18375
1;53;1;5;2;2;1;68600
1;36;2;5;2;3;1;15925
3;42;2;3;3;1;2;49000
1;68;2;2;2;0;1;33075
1;47;2;2;2;0;1;18375
5;57;1;3;3;3;0;15925
2;88;1;1;1;3;0;0
3;67;2;2;2;1;0;22050
5;61;1;1;3;2;4;6737.5
5;24;2;5;3;3;1;980
2;88;2;1;2;2;0;4410
1;64;1;2;1;3;0;40425
5;29;1;3;2;0;2;26950
1;57;1;3;2;3;3;6737.5
1;62;1;2;2;3;0;33075
1;84;2;2;1;2;0;245
3;49;1;2;2;1;1;155139.9731
3;37;1;1;2;1;1;0
1;51;1;4;2;2;1;40425
3;55;2;2;2;3;1;9187.5
1;72;1;2;2;2;2;40425
1;37;1;8;1;2;2;11637.5
1;61;1;2;2;3;0;58800
3;60;2;1;1;2;1;22050
1;53;1;5;2;0;1;26950
1;76;1;2;1;2;1;22050
5;42;1;3;1;1;1;6737.5
5;27;1;1;1;1;1;7962.5
1;46;1;4;1;0;8;9187.5
3;47;2;2;3;0;0;9187.5
3;40;2;4;2;1;2;26950
5;26;1;3;2;0;1;18375
5;40;1;1;1;0;1;22050
1;59;1;2;1;0;0;5512.5
5;40;2;1;2;2;2;245
5;28;1;1;2;2;2;5512.5
1;71;1;2;2;3;2;22050
1;35;1;3;2;2;2;155139.9731
3;72;2;1;3;3;0;11637.5
3;61;2;1;1;2;2;68600
1;66;1;2;2;1;1;68600
3;50;2;1;3;3;0;6737.5
1;39;1;4;2;2;2;58800
1;55;2;2;2;2;2;68600
1;64;1;2;2;1;0;68600
1;68;2;2;2;1;1;33075
1;43;1;2;1;0;1;0
1;35;2;3;1;0;1;155139.9731
3;51;2;1;2;3;2;0
1;40;2;3;2;2;2;40425
1;41;1;4;1;0;2;10412.5
1;27;1;6;2;3;1;13475
1;60;1;2;1;2;1;0
1;35;1;3;2;2;2;49000
1;33;1;3;1;2;1;68600
1;66;1;3;3;3;0;4410
2;56;2;3;3;3;1;15925
2;80;2;1;2;3;0;22050
4;42;2;5;2;0;3;3675
1;77;1;2;1;3;0;155139.9731
1;58;1;2;1;0;2;49000
5;24;2;3;1;0;2;4410
5;26;2;4;3;1;3;2695
4;27;2;4;2;2;4;7962.5
3;35;2;1;3;3;2;11637.5
5;31;2;1;2;2;0;1715
1;43;1;5;2;0;2;155139.9731
1;41;1;5;2;0;2;0
1;56;1;3;2;0;2;0
5;29;1;3;2;0;0;33075
5;28;2;1;2;0;1;26950
1;47;2;4;2;1;1;58800
2;78;2;2;1;2;0;7962.5
1;75;1;3;3;1;0;40425
1;66;2;2;2;2;1;33075
1;51;1;4;8;2;2;49000
3;50;1;2;2;0;2;26950
1;50;1;3;2;2;2;155139.9731
3;61;2;2;3;0;1;5512.5
3;61;2;1;2;0;2;26950
5;27;2;2;2;3;1;22050
1;58;2;2;2;1;2;26950
1;49;2;5;1;0;2;155139.9731
5;69;1;1;2;2;0;33075
2;75;2;6;2;3;0;13475
5;28;1;4;2;2;4;0
5;26;2;1;1;0;1;7962.5
5;54;1;1;1;0;1;0
1;31;1;4;1;0;1;33075
3;55;2;2;2;0;1;0
1;55;1;2;2;2;2;58800
5;33;2;3;2;4;2;33075
3;30;2;3;2;3;3;245
3;41;2;3;2;0;3;2695
1;66;2;2;2;2;1;49000
1;42;1;4;2;0;1;155139.9731
5;48;2;4;1;1;0;0
3;53;1;1;3;0;0;245
1;54;1;7;2;2;1;33075
1;60;1;2;1;2;2;33075
1;82;1;4;1;0;0;155139.9731
1;69;1;2;1;3;0;33075
5;69;1;1;2;2;0;4410
3;72;2;1;3;2;0;13475
5;24;2;1;2;2;0;6737.5
1;65;1;2;2;2;1;58800
4;40;2;3;2;3;2;3675
1;57;1;2;1;0;1;26950
1;32;2;2;2;3;2;33075
1;68;2;2;2;0;0;58800
2;79;2;1;3;3;0;3675
5;23;2;4;2;2;0;245
3;48;2;2;1;0;4;26950
5;30;1;3;2;4;2;3185
1;40;1;4;2;0;1;26950
5;55;2;2;3;0;1;0
1;29;1;2;2;2;2;5512.5
5;75;1;1;1;1;0;22050
1;39;1;5;1;2;1;26950
2;74;2;1;2;2;0;33075
1;51;2;3;1;1;1;68600
1;27;1;4;2;0;2;0
1;86;1;2;2;0;0;15925
5;55;1;1;2;2;2;13475
3;73;2;2;2;4;1;40425
1;71;2;3;1;1;0;155139.9731
1;54;1;5;1;2;1;49000
2;57;2;1;2;0;1;18375
1;61;1;2;1;2;0;22050
1;50;1;4;2;2;3;155139.9731
1;27;1;5;2;0;2;26950
2;79;2;1;1;1;0;13475
1;66;1;2;2;0;2;22050
1;30;1;4;1;0;1;22050
1;70;2;2;1;1;1;18375
1;51;1;3;2;3;2;33075
1;72;2;2;2;3;0;33075
2;63;2;2;2;2;0;15925
3;38;1;4;2;0;1;13475
2;78;1;2;2;0;1;49000
1;60;1;2;3;1;1;49000
1;48;1;3;2;2;3;33075
1;31;1;3;2;2;2;40425
1;52;1;3;1;2;1;68600
1;45;2;5;1;0;2;18375
2;65;1;1;2;0;1;58800
3;73;2;2;2;0;1;40425
1;65;2;2;1;2;1;33075
1;63;1;2;2;0;1;33075
1;99;1;1;2;1;1;5512.5
1;51;1;3;2;0;0;5512.5
1;72;1;3;2;2;0;15925
1;60;1;2;1;1;0;26950
3;45;2;3;3;1;3;33075
1;46;1;5;1;2;1;40425
1;55;1;2;2;3;1;58800
1;42;1;3;1;0;1;58800
1;32;2;4;2;2;1;22050
1;62;1;2;2;2;1;40425
2;89;2;1;1;0;0;10412.5
1;80;1;2;2;2;0;0
1;58;1;2;2;2;2;26950
5;23;2;2;2;2;2;2695
3;45;2;4;2;2;0;11637.5
2;76;2;1;1;1;0;58800
