MARITAL;AGE;GENDER1;HOMPOP;HAPPY;HEALTH;SATJOB;REALINC
1;27;1;5;2;1;1;13475
1;27;1;5;1;2;1;68600
2;82;2;1;2;0;0;18375
2;49;2;2;3;4;1;10412.5
1;39;2;1;2;2;2;2205
1;30;2;5;1;0;1;1715
1;35;2;4;2;2;8;0
3;63;2;1;2;2;0;15925
2;87;2;1;2;3;0;0
3;55;2;1;1;0;1;40425
1;38;2;2;2;1;2;15925
1;67;1;2;2;0;1;40425
5;25;1;1;2;1;1;155139.9731
5;22;1;4;2;0;1;22050
1;34;2;2;2;2;1;40425
2;83;1;1;2;3;0;26950
1;28;2;9;1;1;1;58800
1;32;2;4;1;1;1;49000
1;76;2;2;2;2;0;155139.9731
4;61;2;1;2;2;0;26950
5;65;2;2;2;2;1;155139.9731
1;65;2;2;1;0;0;155139.9731
1;66;1;2;1;1;0;58800
5;60;2;2;3;0;3;7962.5
5;77;2;1;2;2;0;58800
1;58;2;3;2;1;3;26950
3;58;2;1;2;0;9;0
5;23;2;1;1;2;1;1715
1;41;1;5;1;1;1;18375
2;45;2;1;3;0;1;2695
3;26;1;4;3;2;1;15925
3;63;1;3;2;0;0;0
5;47;2;1;3;4;1;4410
3;76;1;1;3;1;0;18375
1;29;1;2;1;2;1;22050
1;74;1;2;1;0;0;26950
5;60;2;1;1;1;1;10412.5
1;53;1;2;1;2;1;22050
1;59;1;2;1;0;1;68600
1;46;1;3;1;1;1;49000
1;33;1;3;2;2;3;26950
1;41;1;5;2;0;2;33075
1;41;1;5;2;0;1;40425
1;61;1;2;1;2;0;40425
1;35;2;4;2;2;2;40425
4;38;2;7;2;2;1;7962.5
1;79;1;2;1;2;1;0
1;46;1;2;1;0;1;18375
1;64;1;2;2;2;0;22050
1;40;1;8;2;1;3;155139.9731
5;33;2;2;1;2;2;58800
5;21;2;3;2;0;4;49000
5;27;2;2;2;2;3;7962.5
5;29;2;4;3;0;1;6737.5
5;28;2;4;2;2;2;26950
5;50;2;1;2;0;9;15925
1;51;2;2;1;0;4;33075
1;53;1;2;1;4;1;13475
3;30;2;3;2;2;2;49000
2;71;2;1;1;2;0;5512.5
2;85;2;1;2;0;4;33075
1;43;2;2;2;2;2;26950
3;71;2;2;2;1;2;155139.9731
5;24;2;2;2;0;1;6737.5
1;60;1;5;2;2;0;26950
5;26;2;2;2;1;1;9187.5
1;72;2;2;1;2;0;155139.9731
1;54;1;2;2;2;1;155139.9731
1;62;2;2;1;0;1;58800
3;66;2;1;2;2;1;33075
3;51;1;1;3;2;1;40425
3;68;2;1;2;3;0;0
5;25;2;1;3;0;1;18375
1;67;1;2;1;2;0;26950
3;54;2;1;2;0;1;22050
1;27;1;2;1;2;2;26950
1;45;1;5;2;2;0;18375
1;32;2;3;2;1;1;68600
1;69;1;2;2;0;0;26950
1;52;1;2;2;3;1;58800
1;43;1;5;2;1;1;49000
3;48;2;6;2;2;1;980
3;48;2;4;3;1;1;33075
1;68;1;2;1;0;0;33075
5;25;2;1;2;2;2;15925
1;27;1;4;2;1;3;33075
1;76;2;2;2;0;0;155139.9731
5;55;1;1;3;1;3;33075
5;65;1;1;2;3;0;6737.5
3;46;2;2;1;0;1;68600
5;31;2;2;2;1;1;15925
2;64;1;1;2;2;0;15925
1;41;2;3;2;0;2;26950
1;33;1;3;2;2;2;40425
1;61;1;2;1;0;0;155139.9731
2;89;2;1;1;3;0;0
1;28;1;3;1;1;1;40425
3;37;2;5;2;0;1;33075
1;29;1;4;2;2;2;18375
2;89;2;2;1;2;1;26950
1;45;2;3;2;2;1;13475
1;33;1;4;2;3;1;58800
3;48;2;2;2;0;2;980
2;86;1;1;2;0;0;9187.5
1;49;1;3;2;3;2;26950
3;62;1;1;2;0;2;15925
5;28;2;6;3;2;3;6737.5
1;56;1;3;2;0;1;18375
3;58;2;4;3;2;0;22050
2;69;1;2;2;3;2;22050
3;45;2;3;2;2;2;40425
5;39;2;3;2;0;0;49000
2;53;2;1;3;0;0;6737.5
1;69;2;2;1;0;0;18375
1;43;1;4;2;2;1;68600
5;21;1;2;2;0;0;0
5;33;1;4;2;2;2;22050
1;50;2;3;2;3;2;22050
3;40;1;4;1;0;2;22050
5;25;1;1;2;1;3;9187.5
5;29;2;2;2;0;4;26950
3;48;2;1;2;2;0;26950
1;52;1;4;2;3;1;40425
3;64;2;1;2;1;2;49000
1;31;2;2;1;2;2;33075
2;64;2;6;2;2;3;980
5;24;2;2;2;2;2;6737.5
2;77;1;1;3;3;0;7962.5
3;52;2;1;2;0;1;13475
3;68;2;1;2;4;0;3675
3;52;2;3;3;1;1;11637.5
5;25;1;2;2;2;0;13475
3;69;1;1;1;0;0;4410
3;38;2;2;2;2;2;22050
5;50;2;1;2;0;0;4410
5;41;2;6;2;2;2;6737.5
5;27;2;6;2;3;1;11637.5
5;30;2;4;1;0;1;5512.5
5;38;2;4;2;0;2;13475
4;70;1;2;2;0;0;22050
2;61;2;3;2;0;1;33075
1;82;1;2;2;1;0;18375
3;48;1;4;2;2;4;10412.5
2;89;2;1;2;2;0;0
1;28;1;4;3;0;0;10412.5
3;65;2;1;3;0;1;11637.5
5;26;1;2;2;3;2;40425
5;27;2;2;2;0;2;7962.5
1;70;1;2;2;2;0;0
1;31;2;4;2;1;2;18375
3;44;1;1;3;2;1;49000
1;43;1;4;3;3;2;33075
5;21;2;3;2;0;1;0
2;89;2;1;2;2;0;0
2;80;2;1;3;2;0;6737.5
1;56;2;5;2;0;2;15925
5;32;1;2;3;0;3;18375
1;52;1;2;3;1;9;58800
1;55;2;5;2;0;0;22050
3;59;2;1;2;0;0;15925
1;99;2;5;1;1;2;0
1;60;2;2;2;0;1;49000
1;60;2;3;1;1;1;155139.9731
1;53;1;4;2;3;1;33075
1;59;1;2;1;1;1;22050
3;55;2;3;3;2;3;11637.5
1;59;1;2;2;1;4;40425
5;50;2;1;2;0;1;6737.5
1;63;1;3;2;3;0;22050
1;51;2;2;1;2;1;155139.9731
3;60;2;1;1;3;2;4410
1;75;2;2;3;2;0;40425
2;65;2;1;2;0;0;4410
5;48;2;2;1;1;0;0
1;73;2;2;2;0;1;0
2;79;1;2;3;2;0;13475
5;34;2;6;2;0;1;26950
2;87;2;1;2;4;4;7962.5
1;30;1;5;2;2;2;26950
5;21;1;3;2;0;1;22050
3;69;1;1;1;3;1;7962.5
2;68;2;2;2;2;3;0
5;23;2;3;2;0;2;0
5;30;2;5;2;3;4;4410
5;29;2;4;3;2;3;980
5;39;1;8;2;0;1;7962.5
3;77;1;2;1;3;0;3185
5;27;2;6;2;3;9;9187.5
4;65;1;1;3;0;2;6737.5
5;31;1;4;3;2;0;9187.5
5;28;2;2;2;2;1;7962.5
5;39;1;6;3;3;2;0
5;53;2;1;2;0;1;3185
1;56;1;2;3;0;1;26950
5;49;2;3;1;2;2;10412.5
5;42;1;3;3;0;4;155139.9731
1;46;2;2;2;2;2;58800
4;69;1;1;3;0;2;18375
1;36;1;3;2;2;2;40425
1;56;1;2;2;2;3;26950
1;29;1;2;1;1;1;49000
2;72;2;1;2;1;0;22050
1;49;1;3;2;0;3;40425
3;50;1;1;2;2;2;18375
5;44;1;1;1;2;1;13475
1;36;1;4;2;2;2;40425
3;60;1;3;3;3;0;13475
3;48;1;1;2;1;1;13475
5;40;2;4;1;1;2;5512.5
5;32;1;1;3;0;4;245
3;83;1;1;3;4;0;5512.5
5;28;2;2;1;1;2;7962.5
5;54;2;1;2;0;2;15925
2;89;2;1;1;0;0;0
1;50;1;2;2;2;2;155139.9731
5;73;2;1;2;3;0;33075
2;82;2;1;2;0;0;40425
1;28;1;2;1;1;2;49000
1;41;2;2;2;0;1;68600
1;81;1;2;2;3;0;18375
1;64;1;2;2;0;1;22050
1;99;1;2;2;2;3;13475
3;40;2;3;2;2;1;13475
5;34;2;2;2;2;2;15925
5;33;2;3;1;0;2;22050
1;37;2;4;2;2;2;40425
3;50;2;2;2;2;4;7962.5
2;85;2;1;2;2;0;33075
1;46;2;2;1;1;1;155139.9731
5;46;2;2;2;2;3;18375
3;53;1;3;3;0;0;7962.5
1;32;1;2;1;2;3;49000
1;49;2;3;2;0;1;49000
1;60;2;2;2;1;4;33075
1;67;1;6;2;0;2;155139.9731
5;34;2;2;2;2;2;18375
5;85;2;1;2;0;0;26950
1;44;1;5;2;2;1;33075
5;27;1;4;2;3;2;49000
5;41;1;2;2;3;1;33075
1;45;1;4;2;2;2;22050
5;52;2;3;2;0;2;33075
1;72;1;3;2;0;0;0
2;73;2;1;2;2;0;980
5;29;1;2;1;0;1;9187.5
2;88;2;1;1;0;0;40425
1;51;1;2;1;1;1;155139.9731
1;47;1;4;2;0;0;155139.9731
3;52;1;2;2;2;1;155139.9731
1;42;1;5;2;2;2;155139.9731
1;46;1;4;2;2;2;49000
5;46;2;1;2;0;2;33075
1;74;1;2;2;2;2;58800
4;80;1;1;3;2;1;10412.5
5;55;1;2;2;0;0;3185
2;89;2;1;2;2;8;10412.5
5;31;1;3;1;0;2;40425
1;60;1;2;2;2;1;15925
3;54;1;3;2;2;4;49000
1;58;2;3;2;0;1;10412.5
5;26;1;2;3;3;2;11637.5
1;39;1;4;2;2;1;68600
3;43;2;1;2;0;3;22050
5;54;1;2;1;0;3;26950
5;37;1;3;1;0;2;18375
1;33;2;3;2;2;2;33075
1;33;1;4;2;1;1;155139.9731
1;40;2;2;1;1;3;0
1;30;1;2;1;0;1;40425
1;33;2;2;3;2;1;155139.9731
1;55;1;3;1;1;1;155139.9731
1;53;2;4;2;2;1;155139.9731
1;33;1;2;1;2;2;26950
5;39;2;1;2;0;2;22050
5;25;2;1;2;3;2;2205
5;51;1;2;2;0;2;5512.5
4;59;2;1;2;0;2;13475
4;32;1;1;2;1;1;13475
1;39;2;3;1;0;2;11637.5
1;58;1;3;1;2;1;49000
1;66;1;2;2;3;0;15925
2;49;2;1;1;3;2;15925
1;36;1;4;2;2;1;49000
2;70;2;1;2;3;0;15925
1;55;1;4;2;0;2;33075
1;57;1;2;1;2;2;15925
1;42;2;4;1;1;1;49000
1;35;1;4;2;2;3;33075
5;48;1;6;3;3;3;9187.5
2;53;2;3;3;3;2;4410
3;41;2;2;2;0;1;26950
2;38;2;4;1;2;1;18375
5;49;2;2;1;3;1;2695
1;75;1;2;1;3;0;4410
1;28;1;6;2;2;2;7962.5
1;51;1;2;3;2;3;11637.5
1;45;1;5;2;2;0;22050
3;46;1;3;1;0;1;13475
5;45;2;2;2;3;1;11637.5
3;51;2;3;1;0;4;9187.5
1;39;2;6;1;2;1;22050
4;23;2;6;1;0;0;18375
4;55;1;4;2;2;1;13475
3;40;2;3;3;0;4;3185
1;43;1;5;3;2;2;33075
1;53;1;3;1;0;2;11637.5
1;62;1;3;1;3;1;15925
5;38;2;3;1;3;2;9187.5
1;40;1;2;2;2;1;33075
1;51;2;4;2;0;1;11637.5
1;78;1;2;2;4;0;11637.5
2;70;2;1;1;2;1;245
5;25;2;4;1;0;1;6737.5
5;22;1;5;1;0;1;22050
5;35;2;3;2;0;2;155139.9731
1;46;1;4;2;2;2;40425
1;63;1;2;1;1;1;49000
3;40;1;2;3;2;3;18375
3;46;2;1;1;0;9;13475
1;64;1;2;1;1;1;0
2;89;2;2;2;0;0;15925
4;51;2;6;1;0;1;7962.5
3;41;1;4;2;1;2;155139.9731
5;41;1;2;1;2;2;18375
2;65;1;1;3;4;0;13475
1;62;1;6;2;2;1;155139.9731
3;48;2;3;2;3;0;18375
2;45;2;1;2;0;2;4410
2;80;2;1;2;2;0;0
1;73;2;2;1;2;0;13475
3;35;2;4;1;2;1;49000
1;68;1;2;2;2;0;58800
2;68;2;3;1;0;0;4410
5;27;1;2;2;0;2;22050
1;26;1;3;1;1;2;22050
1;28;1;4;2;0;1;26950
1;67;1;2;1;2;0;33075
2;78;1;3;1;2;0;11637.5
5;20;2;5;1;0;4;26950
1;31;1;3;2;2;1;22050
3;30;2;3;2;2;2;6737.5
5;29;2;3;2;2;3;11637.5
4;49;1;5;2;0;1;0
3;42;1;1;1;2;1;22050
4;34;2;7;1;0;1;33075
5;31;2;3;2;2;2;10412.5
5;27;1;1;2;2;2;15925
1;37;1;4;2;0;2;26950
1;60;1;2;2;0;0;33075
5;47;2;1;2;3;1;26950
5;34;2;4;1;3;2;5512.5
1;35;1;4;1;0;0;40425
1;37;1;6;2;2;4;18375
1;57;2;2;3;3;4;13475
2;71;2;1;2;0;2;6737.5
3;36;2;1;1;1;1;15925
1;27;2;4;2;1;2;26950
3;64;2;1;2;2;0;6737.5
1;34;2;5;2;0;0;49000
1;35;1;6;3;2;2;22050
1;57;2;2;2;0;2;58800
1;38;2;5;2;0;1;26950
2;44;2;2;2;1;2;9187.5
1;29;1;2;2;0;3;10412.5
1;30;1;4;2;2;2;15925
3;37;2;3;2;3;0;0
3;31;1;3;2;0;1;22050
1;46;2;2;1;1;1;49000
2;86;2;2;1;0;0;9187.5
1;33;2;3;1;0;4;49000
3;57;1;1;2;4;0;3185
3;74;2;2;2;0;1;33075
1;23;2;4;2;3;1;5512.5
5;29;2;7;1;3;3;15925
5;70;2;6;1;2;2;10412.5
1;84;2;2;1;3;0;0
4;23;1;3;1;0;0;0
1;47;1;2;2;0;1;58800
1;53;1;2;2;2;2;58800
1;69;2;2;1;0;0;22050
3;54;2;1;1;0;1;13475
1;70;1;2;2;1;1;155139.9731
1;54;1;3;3;0;3;58800
1;51;1;7;1;2;1;68600
1;46;1;4;3;0;2;22050
5;30;1;3;2;2;4;15925
5;49;1;1;3;0;3;15925
3;51;1;4;1;1;1;15925
5;33;1;2;3;0;3;26950
1;32;2;7;2;2;2;15925
1;33;1;2;2;0;2;49000
3;55;2;1;2;1;1;22050
1;59;2;4;2;1;4;68600
1;45;1;3;2;0;1;40425
5;39;1;2;2;2;2;22050
3;69;2;3;3;4;8;0
1;57;1;5;2;4;0;5512.5
1;53;1;2;2;0;1;49000
5;33;2;2;2;3;2;18375
1;46;1;3;2;1;1;155139.9731
5;28;2;3;2;2;2;33075
5;24;2;2;2;0;1;15925
2;56;1;2;2;2;1;5512.5
5;52;2;3;3;2;2;980
1;44;1;4;3;3;2;40425
1;51;1;2;3;0;2;155139.9731
5;23;1;2;1;1;1;0
3;41;2;2;2;1;3;33075
3;62;1;1;2;1;0;22050
1;42;1;3;2;1;1;68600
5;27;1;1;2;0;4;11637.5
1;43;2;5;2;0;1;58800
1;36;2;2;2;3;1;26950
2;67;2;1;2;0;0;13475
1;35;1;4;2;2;2;26950
3;72;2;1;2;1;1;7962.5
1;65;1;2;1;1;1;33075
1;67;1;2;1;3;0;13475
3;69;2;2;1;0;0;22050
1;37;2;5;2;1;1;68600
5;47;1;1;2;2;2;0
2;81;2;1;2;0;0;10412.5
3;51;1;2;2;3;0;245
5;29;2;2;1;0;1;15925
1;48;2;3;1;2;1;49000
5;59;1;2;2;0;2;5512.5
5;33;1;3;3;4;3;0
3;29;2;5;2;2;1;980
3;57;1;1;3;4;0;4410
5;32;2;5;2;0;3;68600
5;25;2;2;2;2;2;33075
5;32;1;7;2;3;2;26950
1;40;2;8;2;0;2;22050
3;66;1;2;1;0;0;18375
5;30;1;3;2;0;1;5512.5
1;53;1;2;1;1;1;26950
2;40;2;2;2;0;2;7962.5
5;39;1;2;2;0;2;5512.5
4;41;1;4;2;3;1;10412.5
1;44;2;5;2;0;1;58800
3;61;1;5;3;0;4;40425
1;78;1;2;1;1;2;40425
2;69;2;1;2;1;0;18375
3;66;2;1;3;2;0;6737.5
1;25;2;4;2;2;2;22050
3;55;2;2;2;2;2;10412.5
2;71;2;5;1;4;0;11637.5
1;56;1;2;2;0;1;155139.9731
1;69;1;2;2;2;0;33075
5;30;2;5;1;0;2;155139.9731
5;20;1;5;2;0;4;26950
5;31;1;3;2;3;2;13475
1;81;1;2;1;0;1;22050
4;67;2;3;2;3;0;26950
3;35;2;3;2;0;1;13475
3;61;2;2;2;3;1;11637.5
3;49;2;1;1;0;2;33075
2;82;2;2;2;1;0;33075
1;73;1;2;1;0;0;980
3;51;2;1;2;2;1;40425
5;58;2;1;2;0;0;22050
5;37;2;2;1;2;1;33075
3;71;1;3;1;2;0;15925
5;25;1;1;2;2;0;7962.5
1;78;2;2;1;2;0;2205
1;73;1;2;1;0;0;26950
1;56;1;6;1;2;1;40425
1;44;1;3;3;0;1;49000
1;54;2;4;2;3;3;58800
2;86;2;1;2;0;2;15925
5;61;2;2;2;1;0;155139.9731
1;41;1;5;2;0;2;0
1;33;1;3;1;2;1;68600
1;43;1;5;2;2;1;68600
5;21;2;3;2;0;0;0
1;57;1;4;2;2;2;40425
3;54;2;2;2;0;1;49000
3;68;1;1;2;1;0;0
2;82;2;1;2;2;2;10412.5
4;61;2;1;2;0;1;22050
4;43;2;4;2;2;1;22050
1;70;2;2;2;0;0;0
1;45;1;3;2;2;2;58800
1;67;1;2;3;0;2;22050
1;49;1;3;2;1;2;155139.9731
3;48;1;1;2;1;2;68600
2;82;1;1;2;3;0;26950
2;85;2;1;3;0;0;18375
3;59;1;1;3;3;4;7962.5
1;63;1;2;2;1;1;155139.9731
5;22;2;4;2;2;2;11637.5
2;64;2;1;2;3;0;18375
5;62;2;1;1;0;1;22050
1;59;1;2;2;2;2;26950
1;67;1;1;2;3;0;18375
1;51;1;2;2;0;2;49000
1;34;1;3;1;2;2;13475
3;41;1;1;2;2;1;10412.5
1;77;2;2;2;0;1;15925
1;39;1;2;1;2;1;33075
1;54;2;2;2;0;1;49000
1;31;1;4;2;1;2;18375
2;84;2;1;3;0;0;155139.9731
1;35;1;1;2;1;1;33075
1;45;2;4;1;2;2;49000
5;62;1;1;2;2;3;15925
3;47;1;1;3;3;2;26950
1;65;2;2;2;0;0;15925
1;46;1;2;2;1;1;15925
1;45;1;5;1;1;2;49000
1;32;2;4;1;2;1;155139.9731
1;49;1;6;2;2;2;155139.9731
5;30;2;1;2;2;1;22050
5;27;1;1;1;0;1;49000
1;64;1;2;2;0;0;0
5;28;2;2;2;3;2;10412.5
1;58;1;2;2;0;2;58800
5;26;2;3;2;2;2;7962.5
5;43;1;1;3;3;4;15925
3;71;2;1;1;0;0;13475
1;54;2;2;1;1;1;26950
1;53;1;2;2;2;1;68600
1;58;1;2;2;0;4;33075
1;62;1;2;2;3;2;58800
3;69;2;1;2;0;1;22050
1;59;2;3;2;0;2;58800
5;25;1;1;2;0;2;22050
1;60;1;4;2;2;2;33075
5;37;1;4;3;3;3;40425
3;59;2;1;2;3;3;40425
3;37;2;4;1;2;1;40425
1;41;1;3;2;2;2;33075
1;57;1;2;2;0;2;26950
3;71;1;1;1;0;0;26950
5;33;2;1;2;0;1;7962.5
3;62;2;1;3;3;0;3675
1;40;1;6;1;0;2;40425
3;50;2;1;2;2;1;68600
1;42;2;4;2;2;2;58800
2;72;1;2;2;0;0;7962.5
5;32;2;5;2;3;2;3185
3;39;2;4;2;3;1;13475
1;66;1;3;2;2;1;68600
5;32;2;2;2;2;0;11637.5
1;60;1;3;1;1;1;155139.9731
3;43;2;4;3;2;1;33075
1;74;2;2;1;2;0;18375
1;52;1;2;2;0;2;49000
2;84;1;1;1;0;0;15925
1;49;1;2;2;2;1;68600
1;52;1;7;1;1;1;11637.5
1;40;1;4;1;1;1;155139.9731
1;89;1;2;1;0;0;22050
1;61;1;2;2;1;0;0
1;53;1;6;2;2;1;22050
5;21;1;3;1;1;1;22050
1;42;2;4;2;0;1;22050
3;58;1;5;1;2;0;5512.5
3;58;1;2;3;0;1;22050
3;69;1;1;3;2;0;58800
1;65;1;2;1;2;0;11637.5
1;59;1;4;1;2;0;0
1;74;1;2;1;0;0;22050
1;53;1;2;2;3;0;33075
5;48;2;2;3;4;0;13475
2;80;2;4;1;3;0;15925
2;76;2;2;2;1;3;11637.5
1;63;1;2;2;3;0;40425
1;78;1;2;1;0;0;49000
3;52;2;1;1;1;1;13475
2;84;1;1;2;3;0;6737.5
3;49;2;1;1;0;1;26950
3;50;2;1;2;0;3;11637.5
2;77;2;1;2;2;0;7962.5
3;41;2;3;2;2;2;11637.5
1;48;1;7;2;0;2;26950
1;60;1;2;1;0;0;15925
1;53;2;2;2;2;2;58800
1;52;1;2;2;2;3;26950
1;52;1;3;2;2;1;26950
1;39;1;5;2;1;2;15925
2;77;2;1;2;0;2;5512.5
2;63;2;4;1;0;1;7962.5
1;31;1;4;2;2;4;9187.5
1;39;1;4;1;3;1;10412.5
1;56;2;2;2;0;2;26950
4;34;2;2;2;0;1;0
1;32;1;4;2;2;1;40425
1;80;1;2;1;0;0;22050
5;21;2;4;1;2;2;245
1;47;1;2;1;0;2;5512.5
1;63;1;2;1;2;1;33075
5;69;2;1;3;0;2;1715
3;52;1;5;2;3;0;6737.5
1;37;1;4;2;1;1;68600
3;52;1;1;2;4;0;7962.5
4;43;1;1;2;2;2;5512.5
1;59;1;3;1;2;0;15925
1;62;1;2;2;3;1;18375
4;32;2;8;2;0;0;4410
1;41;1;5;2;2;1;26950
2;84;2;1;1;0;0;3675
1;75;1;2;1;0;1;0
1;84;1;2;1;0;0;58800
3;48;1;3;2;2;2;40425
1;89;1;2;1;2;0;13475
1;59;1;4;1;0;1;58800
1;64;1;3;1;3;1;49000
1;40;1;6;2;2;1;49000
5;71;1;1;2;3;0;5512.5
1;62;1;2;2;0;1;22050
3;36;1;3;3;3;2;245
1;37;2;4;2;0;4;33075
1;44;2;4;2;0;1;22050
1;39;1;4;2;1;1;33075
1;64;1;2;2;0;1;0
4;54;1;2;2;2;2;5512.5
1;60;1;2;2;0;3;7962.5
1;51;1;4;3;3;1;980
5;99;2;1;2;2;2;5512.5
1;44;1;4;2;3;1;18375
1;32;2;4;1;2;1;0
3;47;2;7;3;3;0;6737.5
5;28;1;1;2;0;1;13475
1;70;2;2;1;2;0;10412.5
3;59;1;1;2;0;0;10412.5
3;38;1;1;2;1;1;15925
1;69;1;2;2;2;0;33075
1;44;2;2;2;0;1;33075
1;37;2;5;2;2;2;68600
1;71;1;2;2;2;0;40425
1;63;1;4;2;0;0;22050
1;67;1;2;2;0;4;15925
1;54;1;2;2;0;2;33075
1;64;1;4;3;2;1;26950
1;62;1;2;3;0;4;26950
5;47;1;2;2;3;1;15925
1;59;1;3;2;3;3;33075
1;64;1;2;2;3;0;7962.5
3;99;2;3;2;3;0;0
2;64;1;2;2;0;0;7962.5
2;89;2;1;2;3;0;0
5;31;2;4;2;0;1;22050
3;42;2;3;2;0;2;33075
1;38;1;4;2;2;2;40425
1;64;1;2;1;0;0;22050
3;69;2;1;2;3;0;6737.5
1;44;1;4;2;0;1;49000
3;56;2;2;2;0;4;22050
1;47;1;3;2;2;1;33075
1;66;2;3;1;3;1;40425
1;40;2;4;2;0;2;10412.5
1;56;1;2;2;0;1;22050
5;23;2;5;3;4;1;5512.5
1;39;1;5;2;3;2;22050
2;79;2;1;2;2;0;0
1;48;1;3;2;2;1;155139.9731
5;33;2;2;2;0;9;33075
1;50;2;6;1;0;4;155139.9731
1;35;2;5;2;2;2;58800
1;56;2;2;2;2;2;155139.9731
1;52;2;2;1;3;1;155139.9731
1;41;2;2;2;2;1;58800
1;48;2;3;2;1;1;58800
3;62;1;2;2;2;1;15925
5;57;1;1;2;0;9;7962.5
5;51;2;1;3;2;1;245
5;31;2;1;2;0;3;5512.5
3;64;2;1;2;4;0;6737.5
1;59;1;3;2;0;1;33075
2;57;2;1;2;3;0;5512.5
1;43;1;4;2;0;2;0
1;60;2;2;1;2;1;33075
1;36;1;4;1;1;1;33075
3;34;2;2;3;2;2;5512.5
1;99;1;2;1;2;1;0
1;67;2;2;2;2;0;22050
3;58;2;2;1;3;2;6737.5
2;60;2;1;3;2;1;11637.5
1;65;2;2;1;0;0;33075
3;65;1;1;2;0;0;10412.5
2;76;2;1;3;2;1;13475
3;72;1;1;3;3;0;6737.5
5;27;2;3;3;0;2;10412.5
4;22;2;1;2;0;2;7962.5
2;70;2;1;2;0;0;7962.5
5;57;1;1;2;2;1;9187.5
1;71;1;1;2;3;0;9187.5
1;61;2;2;1;3;1;6737.5
4;99;2;1;2;0;2;5512.5
5;61;2;2;1;2;2;11637.5
5;24;1;1;2;0;3;6737.5
1;38;2;3;1;2;1;18375
4;67;2;1;2;2;2;4410
4;60;2;2;2;0;2;13475
2;78;2;1;1;1;0;18375
1;52;1;3;3;3;4;22050
1;34;1;4;2;2;1;22050
3;57;1;3;2;2;1;4410
3;53;1;2;3;4;2;4410
3;55;2;1;2;1;3;6737.5
1;70;1;4;1;2;1;58800
1;69;2;2;1;0;0;33075
2;89;1;2;2;2;0;9187.5
3;45;2;1;2;2;0;4410
5;47;2;2;2;0;1;13475
5;27;2;4;1;1;1;6737.5
1;42;1;2;2;2;1;15925
5;55;1;1;2;3;4;5512.5
5;56;2;5;2;2;1;22050
5;70;2;2;2;0;8;4410
5;21;2;3;2;2;1;0
1;55;1;2;1;2;1;33075
2;55;2;2;2;0;0;5512.5
1;43;1;3;3;3;0;13475
5;37;1;2;3;1;3;0
1;67;1;2;2;3;1;9187.5
1;46;2;5;2;2;3;10412.5
1;53;2;2;2;1;3;10412.5
3;64;1;1;2;1;0;0
5;28;2;1;1;1;1;6737.5
5;28;2;3;1;0;1;5512.5
5;25;2;3;3;3;4;6737.5
5;29;1;2;1;1;1;10412.5
3;29;2;7;2;0;1;2695
5;31;2;2;2;0;1;7962.5
5;99;2;1;2;0;0;0
3;55;1;2;2;1;1;26950
1;32;2;3;2;0;1;0
5;21;1;4;2;0;1;22050
5;36;2;1;2;0;1;26950
5;31;2;3;2;2;1;2205
5;41;2;2;2;0;1;3675
5;24;2;2;1;2;1;6737.5
2;74;2;3;2;0;0;980
2;63;2;4;2;0;1;13475
5;40;2;7;3;0;3;0
1;54;1;2;2;2;1;15925
1;61;2;2;1;2;1;26950
3;50;1;1;1;0;1;2695
3;58;1;1;2;3;1;6737.5
1;69;2;2;1;3;1;26950
1;37;2;2;2;0;0;10412.5
3;54;1;2;1;3;0;5512.5
5;43;1;4;1;0;1;15925
5;40;1;1;3;2;1;13475
5;43;1;3;2;0;2;33075
1;29;1;2;1;1;1;33075
5;58;1;2;2;2;0;11637.5
3;34;1;2;2;3;2;980
1;62;1;1;2;2;2;40425
5;37;2;3;1;0;2;22050
1;51;1;3;2;2;3;22050
1;77;2;2;2;0;0;0
2;66;2;1;2;3;0;7962.5
1;49;1;2;2;0;1;22050
1;77;1;2;1;0;1;1715
3;69;1;1;2;3;2;58800
3;54;1;2;1;0;2;6737.5
3;53;2;3;3;2;1;9187.5
3;69;2;1;2;1;2;0
3;34;1;4;2;0;3;18375
3;38;2;3;2;2;4;15925
3;65;2;1;1;2;1;0
1;66;1;2;2;0;2;0
1;67;1;2;1;4;0;13475
1;70;1;2;2;2;1;13475
1;53;1;2;1;2;2;40425
3;52;1;4;3;4;3;5512.5
2;70;2;2;2;0;0;10412.5
5;54;1;1;2;2;1;11637.5
1;60;2;2;1;0;1;26950
3;46;1;2;2;2;1;22050
1;74;1;2;1;0;0;49000
1;33;1;4;1;2;3;58800
1;99;1;2;3;0;3;9187.5
1;30;1;5;2;0;1;26950
5;21;1;4;2;1;0;15925
1;52;1;3;3;2;9;0
1;39;2;3;2;0;1;40425
1;55;1;3;1;1;2;58800
1;41;1;3;2;2;1;68600
1;60;1;4;1;0;1;22050
1;63;2;2;2;1;1;155139.9731
3;59;1;2;2;3;0;15925
3;61;1;1;3;0;0;4410
2;56;1;2;1;0;1;155139.9731
1;31;2;4;1;2;1;68600
1;45;2;5;2;3;4;18375
1;61;1;3;1;0;1;26950
1;85;1;2;1;0;0;155139.9731
1;68;1;2;1;3;1;49000
5;27;2;5;2;2;3;155139.9731
1;22;2;4;2;0;1;33075
3;63;1;3;3;3;0;9187.5
3;69;2;1;2;0;0;5512.5
1;62;1;2;1;0;1;15925
